scope,feature,count,harm_count,harm_gt_005_count,spearman,auroc_harm,auroc_harm_gt_005
step/P_O0_resume/50/easy,delta_entropy,2400,1174,739,0.5193123123806098,0.8413644182963669,0.8989440959886076
step/P_O0_resume/50/easy,delta_probability_gap,2400,1174,739,-0.43369726019049654,0.2109969680210988,0.14072501444016558
state/seed7_P_O0_resume_step50/easy,query_entropy,800,311,88,-0.6518470888235763,0.09004530540048264,0.3472452757916241
state/seed7_P_O0_resume_step50/easy,query_max_probability,800,311,88,0.6606720479250748,0.9116380302342861,0.6500734167517875
state/seed7_P_O0_resume_step50/easy,query_probability_gap,800,311,88,0.660120328313013,0.911302678213297,0.6457960929519918
state/seed7_P_O0_resume_step50/easy,query_js,800,311,88,-0.6608208528450825,0.15340711077795094,0.5285686925434117
state/seed7_P_O0_resume_step50/easy,representation_displacement,800,311,88,-0.2920150890860767,0.33299798131234426,0.5673040091930541
state/seed7_P_O0_resume_step50/easy,prediction_changed,800,311,88,-0.4987543813742211,0.3767219668724808,0.4427987742594484
state/seed7_P_O0_resume_step50/easy,delta_max_probability,800,311,88,-0.35141499439842877,0.20670835552574648,0.11694011746680286
state/seed7_P_O0_resume_step50/easy,delta_entropy,800,311,88,0.4157724308944233,0.8320412417230518,0.9007916241062308
state/seed7_P_O0_resume_step50/easy,delta_probability_gap,800,311,88,-0.32916642057253215,0.21936625043562885,0.1324055158324821
branch/P_O0_resume/hard,query_entropy,9600,4080,3743,-0.003983194419848029,0.46170889279624894,0.45809205240710893
branch/P_O0_resume/hard,query_max_probability,9600,4080,3743,-0.000726014296908162,0.5404128037084399,0.5456746737669921
branch/P_O0_resume/hard,query_probability_gap,9600,4080,3743,0.009822730046428703,0.5456485107630008,0.5518444058412195
branch/P_O0_resume/hard,query_js,9600,4080,3743,-0.17688981279177315,0.4587312624325092,0.4902564919886195
branch/P_O0_resume/hard,representation_displacement,9600,4080,3743,-0.16867530851155935,0.4575636278061949,0.48216435063281976
branch/P_O0_resume/hard,prediction_changed,9600,4080,3743,-0.1691767542077299,0.4497016197783461,0.4648447405163704
branch/P_O0_resume/hard,delta_max_probability,9600,4080,3743,-0.06496785446537284,0.40487654074310886,0.3953346913441657
branch/P_O0_resume/hard,delta_entropy,9600,4080,3743,0.0669454418478238,0.5929787848110258,0.6018610985455247
branch/P_O0_resume/hard,delta_probability_gap,9600,4080,3743,-0.0724649683771187,0.4054826033674339,0.3942284205116411
step/P_O0_resume/50/hard,query_entropy,2400,997,933,-0.034090564946278636,0.4366420716175612,0.4399095207096312
step/P_O0_resume/50/hard,query_max_probability,2400,997,933,0.02510181338573149,0.565056538110411,0.5675376321224861
step/P_O0_resume/50/hard,query_probability_gap,2400,997,933,0.02529182383538608,0.5610423572928336,0.5679204740810879
step/P_O0_resume/50/hard,query_js,2400,997,933,-0.20227993963193397,0.44507149388293177,0.461941929304287
step/P_O0_resume/50/hard,representation_displacement,2400,997,933,-0.2116865289386335,0.4302923024240219,0.4403157423298271
step/P_O0_resume/50/hard,prediction_changed,2400,997,933,-0.15334223651565307,0.4513808710522158,0.4629490812888915
step/P_O0_resume/50/hard,delta_max_probability,2400,997,933,-0.12503444184625725,0.3671828028633298,0.35902027528090297
step/P_O0_resume/50/hard,delta_entropy,2400,997,933,0.13164903500851302,0.6340160896088122,0.6346233792232253
step/P_O0_resume/50/hard,delta_probability_gap,2400,997,933,-0.11866609612258613,0.3809782876784309,0.3677021664909539
state/seed7_P_O0_resume_step50/hard,query_entropy,800,313,291,-0.0215191039360999,0.4511680694871778,0.4504688797520912
